Date,China,France,Germany,"Korea, South",US,United Kingdom
2020-01-22,0.011811102049077801,0.0,0.0,0.0,0.0,0.0
2020-01-23,0.012505872757847085,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.018064038428001344,0.0,0.0,0.0,0.0,0.0
2020-01-25,0.029180369768309865,0.0,0.0,0.0,0.0,0.0
2020-01-26,0.03890715969107982,0.0,0.0,0.0,0.0,0.0
2020-01-27,0.05697119811908116,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.091014962848776,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.09240450426631457,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.11880579119954732,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.1479861609678572,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.17994561357124417,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.250812225865711,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.29527755122694505,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.3411324180057177,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.391155909037106,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.4397898586509558,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.4988453688963448,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.5592904205592725,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.6287674914362006,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.7031079572745139,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.7725850281514421,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.7760588816952886,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.9511411003051478,0.0,0.0,0.0,0.0,0.0
2020-02-14,1.0567462480380787,0.0,0.0,0.0,0.0,0.0
2020-02-15,1.1554036886833168,0.015320150313348397,0.0,0.0,0.0,0.0
2020-02-16,1.226965071686553,0.015320150313348397,0.0,0.0,0.0,0.0
2020-02-17,1.2950526011459425,0.015320150313348397,0.0,0.0,0.0,0.0
2020-02-18,1.3916257296648729,0.015320150313348397,0.0,0.0,0.0,0.0
2020-02-19,1.4701348197558017,0.015320150313348397,0.0,0.0,0.0,0.0
2020-02-20,1.554896846225654,0.015320150313348397,0.0,0.01950489363152545,0.0,0.0
2020-02-21,1.554896846225654,0.015320150313348397,0.0,0.0390097872630509,0.0,0.0
2020-02-22,1.697324841523357,0.015320150313348397,0.0,0.0390097872630509,0.0,0.0
2020-02-23,1.6987143829408957,0.015320150313348397,0.0,0.11702936178915269,0.0,0.0
2020-02-24,1.802929989256288,0.015320150313348397,0.0,0.1560391490522036,0.0,0.0
2020-02-25,1.851563938870138,0.015320150313348397,0.0,0.1950489363152545,0.0,0.0
2020-02-26,1.8876920157261405,0.030640300626696794,0.0,0.23405872357830537,0.0,0.0
2020-02-27,1.90784036628045,0.030640300626696794,0.0,0.2535636172098308,0.0,0.0
2020-02-28,1.9384102774662983,0.030640300626696794,0.0,0.2535636172098308,0.0,0.0
2020-02-29,1.9710645007784546,0.030640300626696794,0.0,0.3120782981044072,0.0030211238398812706,0.0
2020-03-01,1.9953814755853791,0.030640300626696794,0.0,0.3315831917359326,0.0030211238398812706,0.0
2020-03-02,2.024561845353689,0.045960450940045194,0.0,0.5461370216827126,0.018126743039287622,0.0
2020-03-03,2.0474892787430754,0.06128060125339359,0.0,0.5461370216827126,0.021147866879168892,0.0
2020-03-04,2.0725010242587696,0.06128060125339359,0.0,0.6826712771033907,0.033232362238693976,0.0
2020-03-05,2.094733686939387,0.09192090188009039,0.0,0.6826712771033907,0.036253486078575245,0.0
2020-03-06,2.114882037493696,0.13788135282013558,0.0,0.8192055325240688,0.042295733758337783,0.014730575346369961
2020-03-07,2.134335617339236,0.16852165344683237,0.0,0.8582153197871196,0.0513591052779816,0.029461150692739923
2020-03-08,2.153789197184776,0.2910828559536195,0.0,0.9752446815762723,0.06344360063750669,0.029461150692739923
